premise: That's all right. [SEP] hypothesis: That's fine.	entailment
premise: and she's doing it i mean it's not like it's like [SEP] hypothesis: She is doing something	entailment
premise: Ancient and ill-maintained, it starts off shiny and gets rapidly creakier as it approaches the border. [SEP] hypothesis: The line gets in worse condition as it gets close to the border.	entailment
premise: He went on and talked about this and that but at dinner repeated exactly the same instructions--I was to run for President, announce the third week in April, etc. [SEP] hypothesis: He rambled and rehashed the same instructions for the campaign.	entailment
premise: 'Of course,' Greuze said quickly, 'I wasn't at all implying-' [SEP] hypothesis: Greuze words came out fast, with an explanation. 	entailment
premise: Who better to help a candidate extract weighty lessons from his personal history, to teach him to tell voters that their own successes depend on his own? [SEP] hypothesis: Who is better to help a candidate learn a lesson? 	entailment
premise: Because traditional work schedules influence internal control in T&amp;A systems, this document contains two major parts, the first dealing with civilian employees who are expected to be working, usually during certain times and the second part dealing with members of the active duty armed services who are expected to be in a duty status and thus on call 24 hours a day. [SEP] hypothesis: Active duty military personnel are on call 24 hours a day.	entailment
premise: This is shown in the supply curve in Figure 9. [SEP] hypothesis: This is shown in Figure 9.	entailment
premise: yeah what do they do [SEP] hypothesis: What do they do?	entailment
premise: How may a proper person handle the delicate matter of bad breath when happenstance forces one into consulting with someone on the boss' staff? [SEP] hypothesis: How do you tactfully tell someone like a boss, they have bad breath?	entailment
premise: but there's always a sell [SEP] hypothesis: There's always something they're trying to advertise to you. 	entailment
premise: Never did a piece of architecture more exactly express the personality of its builder than the Ceteau de Versailles ' extravagant, pompous, dazzling, formidable, glorious, and vain. [SEP] hypothesis: The Ceteau de Versailles expressed the personality of its builder exactly.	entailment
premise: oh God  No why don't you go first [SEP] hypothesis: You can go first.	entailment
premise: you you have exceeded your ten minutes time limit hang up within the next thirty seconds so [SEP] hypothesis: You should hang up within the next thirty seconds, because you have exceeded your ten minutes time limit.	entailment
premise: They saw their lives lost in that burning town. [SEP] hypothesis: They saw that their lives were lost in the burning town.	entailment
premise:  The music is played on typically Catalonian and in some cases uniquely Ibicencan  a wooden flute and a small drum (handled simultaneously by a single ambidextrous man), a sort of steel sabre struck in rhythm, and large castanets. [SEP] hypothesis: Wooden flutes, castanets and drums are used to make Catalonian music.	entailment
premise: Televisions are expensive these days. [SEP] hypothesis: Televisions cost $200 when you purchase them from Ebay.	neutral
premise: The colonial porte cochre sets the tone for Waikiki's most charming historic hotel, which opened in 1901. [SEP] hypothesis: The colonial porte coche on the front of the property has a lot of charm.	neutral
premise: You think there's somethin' in all that talk Topham was givin' lip to? Anse asked. [SEP] hypothesis: Topham had supported the talk due to his own dire financial situation.	neutral
premise: what about people from uh Pennsylvania what do they think about Texans [SEP] hypothesis: do people in Pennsylvania think people in Texas all have accents	neutral
premise: B. A lottery ticket that gives you a 10/11 chance of winning $5 million. [SEP] hypothesis: You will win with a lottery ticket with these odds.	neutral
premise: Mademoiselle Cynthia.  [SEP] hypothesis: The beautiful Miss Cynthia.	neutral
premise: A profile of Steve Jurvetson, the 33-year-old venture capitalist who seeds Internet startups, predicts he will prosper even though Internet IPOs no longer promise exponential returns. [SEP] hypothesis: He has been a venture capitalist since age 24	neutral
premise: But an unfortunate side effect is the lost opportunity to provide some socially desirable planned obsolescence. [SEP] hypothesis: The lost opportunity is unfortunate.	neutral
premise: Rudy plans to consolidate his lead in the burbs by pushing school vouchers, while Hillary will tap into health-care frustrations and make the election a national contest. [SEP] hypothesis: Both of their ideas are important to the people. 	neutral
premise: the drug can use you [SEP] hypothesis: I think that some drugs eventually end up taking over the user, and causing them to do things they don't want to do.	neutral
premise: The Royal Dining Room is situated at the top of the Great Stair. [SEP] hypothesis: The dining room has long gold curtains.	neutral
premise: Without credibility, the CIO organization will struggle to be accepted as a full participant in the development of new organizational systems and processes. [SEP] hypothesis: The CIO organization is currently lacking in credibility.	neutral
premise: Some 80 km (50 miles) up the autoroute du Nord from Paris, Com?­piygne is another classical Ile-de-France royal hunting forest and palace. [SEP] hypothesis: Paris is surrounded by palaces and royal hunting forests.	neutral
premise: During the program's critical design review, about 56 percent of the drawings were completed and, while the program did not meet the best practice of 90 percent complete, it did have additional drawing data of the F/A-18 E/F assemblies available for review at the critical design review. [SEP] hypothesis: After the program's design review, they improved the efficiency of their drawing process to meet best practice requirements. 	neutral
premise: What is important is that labor negotiations take place within the framework of a situation where the loss of business to competitors is an everyday reality. [SEP] hypothesis: The loss of business to competitors has a strong effect on labor negotiations.	neutral
premise: Well, he showed them. [SEP] hypothesis: He beat them up.	neutral
