question: Where does the Rhine originate? [SEP] sentence: The Rhine originates in a 30 square kilometre area in Switzerland and represents almost 60 percent of water exported from the country.	entailment
question: What is the children's agency of the United Nations Organization? [SEP] sentence: The United Nations Organization and its children's agency UNICEF withdrew their staff, saying that it wasn't sure the event would help its mission of raising awareness of conditions for children and amid concerns that the relay would be used as a propaganda stunt.	entailment
question: In what year did Paul VI die? [SEP] sentence: This became the last of Paul VI's consistories before his death in August 1978.	entailment
question: Who was the FA secretary in 1871? [SEP] sentence: On 20 July 1871, in the offices of The Sportsman newspaper, the FA Secretary C. W. Alcock proposed to the FA committee that "it is desirable that a Challenge Cup should be established in connection with the Association for which all clubs belonging to the Association should be invited to compete".	entailment
question: How far is to the neighboring capitol of San Jose de Mayo? [SEP] sentence: The approximate distances to the neighbouring department capitals by road are, 90 kilometres (56 mi) to San Jose de Mayo (San Jose Department) and 46 kilometres (29 mi) to Canelones (Canelones Department).	entailment
question: When did the poultry business boom in the United States ? [SEP] sentence: By the mid-20th century, the poultry meat-producing industry was of greater importance than the egg-laying industry.	entailment
question: As of 2004, how many Nobel Prize winners had roots in New York institutions? [SEP] sentence: New York City has the most post-graduate life sciences degrees awarded annually in the United States, with 127 Nobel laureates having roots in local institutions as of 2004; while in 2012, 43,523 licensed physicians were practicing in New York City.	entailment
question: In what year did Lee stop giving interviews about the book? [SEP] sentence: Starting in 1964, Lee began to turn down interviews, complaining that the questions were monotonous, and grew concerned that attention she received bordered on the kind of publicity celebrities sought.	entailment
question: What was the late 16th century war against Habsburg Austria known as? [SEP] sentence: The Long War against Habsburg Austria (1593–1606) created the need for greater numbers of Ottoman infantry equipped with firearms, resulting in a relaxation of recruitment policy.	entailment
question: How could a citizen avoid their labor duty to their local temple? [SEP] sentence: Citizens had a labor duty to the temple, though they could avoid it by a payment of silver.	entailment
question: On what date was the publication of the Plan for Plymouth? [SEP] sentence: On 27 April 1944 Sir Patrick Abercrombie's Plan for Plymouth to rebuild the bomb-damaged city was published; it called for demolition of the few remaining pre-War buildings in the city centre to make way for their replacement with wide, parallel, modern boulevards aligned east–west linked by a north–south avenue (Armada Way) linking the railway station with the vista of Plymouth Hoe.	entailment
question: What kind of network does SURE provide it's service from? [SEP] sentence: SURE provide the telecommunications service in the territory through a digital copper-based telephone network including ADSL-broadband service.	entailment
question: What is it called when a law disallows copyright owners from denying a license for certain uses? [SEP] sentence: Another example is the practice of compulsory licensing, which is where the law forbids copyright owners from denying a license for certain uses of certain kinds of works, such as compilations and live performances of music.	entailment
question: What else are these genes closely related to? [SEP] sentence: Many of these genes are related to the immune system or modulating inflammation.	entailment
question: What island besides St. Barts was granted COM status by France in 2007? [SEP] sentence: On 7 February 2007, the French Parliament passed a bill granting COM status to both St. Barthélemy and (separately) to the neighbouring Saint Martin.	entailment
question: The population of Israel rose from 800,000 to what between 1948 and 1958? [SEP] sentence: Consequently, the population of Israel rose from 800,000 to two million between 1948 and 1958.	entailment
question: What principle did John's predecessors use? [SEP] sentence: There was as yet no model for what should happen if a king refused to do so.	not_entailment
