sentence 1: Two dogs are walking slowly through a park [SEP] sentence 2: Two dogs are running quickly through a park	neutral
sentence 1: A white puppy is biting a pole [SEP] sentence 2: A brown puppy is biting a pole	neutral
sentence 1: A bicyclist is performing a trick over a heavily graphitized wall [SEP] sentence 2: A cyclist is performing a jump on a bicycle	neutral
sentence 1: Rollerbladers are running in formation down a hill [SEP] sentence 2: A group of rollerbladers is lining up on the street	neutral
sentence 1: The man is cutting the tape on the box [SEP] sentence 2: There is no man cutting a box	neutral
sentence 1: There is no person riding a motorbike in the event related to motocross [SEP] sentence 2: The person is riding a motorbike on a sandy track	neutral
sentence 1: A man is playing the guitar [SEP] sentence 2: A man is packing the guitar	neutral
sentence 1: Two women dressed in white and black are relaxing on a bench [SEP] sentence 2: Two women dressed in white and black are sitting on a bench	neutral
sentence 1: The man is on the ride with the horse [SEP] sentence 2: A man is riding a motorbike	neutral
sentence 1: One man is tossing a kid into the swimming pool that is near the ocean [SEP] sentence 2: A father is launching the daughter in a swimming pool	neutral
sentence 1: Two white dogs are running together [SEP] sentence 2: Two black puppies are playing near a pool	neutral
sentence 1: A man is outside and is throwing blades at a close target [SEP] sentence 2: The man is hurling knives at a tree	neutral
sentence 1: The woman is slicing an onion with a knife [SEP] sentence 2: A man is preparing some dish	neutral
sentence 1: The man is doing floor exercises [SEP] sentence 2: A man is lazing	neutral
sentence 1: A man is holding a sign and is seeking money [SEP] sentence 2: A bearded man is sitting by a shopping cart and is dropping a cardboard sign	neutral
sentence 1: A man and a woman are standing in front of an art gallery and are looking at a map [SEP] sentence 2: A man and a woman are standing in front of an art gallery and are looking at a signboard	neutral
sentence 1: There is no bicyclist jumping on a pyramid-shaped ramp [SEP] sentence 2: A young man on a bmx bicycle is jumping off a masonry pyramid	neutral
sentence 1: A man is jumping into an empty pool [SEP] sentence 2: The man's jumper is in the empty pool	neutral
sentence 1: A baby is sneezing and scaring another baby [SEP] sentence 2: A young child with black hair is deleting a picture from the camera	neutral
sentence 1: A man in a red shirt is doing a trick with a skateboard [SEP] sentence 2: A skateboarder is jumping in the air	neutral
sentence 1: A dog is jumping in the shade of some trees [SEP] sentence 2: A dog is jumping on a trees in the shades	neutral
sentence 1: A woman is chopping an onion [SEP] sentence 2: A woman is washing her feet	neutral
sentence 1: A soccer player is being tackled by his opponent [SEP] sentence 2: Rugby players are tackling each other	neutral
sentence 1: A dog is far from the red ball in the air [SEP] sentence 2: A dog, which is small, is playing on the green grass	neutral
sentence 1: An elderly man is sitting on a bench [SEP] sentence 2: The woman is sitting on a bench and is wearing a gray jacket and black pants	neutral
sentence 1: A man is throwing away a guitar [SEP] sentence 2: A man in a hat is playing a harp	neutral
sentence 1: A girl is doing a manicure [SEP] sentence 2: A girl is styling her hair	neutral
sentence 1: A person is strongly whisking eggs in a bowl [SEP] sentence 2: One woman is beating two eggs in the bowl and using a whisk made of wire	neutral
sentence 1: A man is climbing a rope [SEP] sentence 2: A man is coming down a rope	neutral
sentence 1: A shirtless man is playing football on a field [SEP] sentence 2: A man with no shirt is holding a football	neutral
sentence 1: A man is wearing a beret and is riding the bicycle on a recreation trail [SEP] sentence 2: A woman is wearing a beret and is riding the bicycle on a recreation trail	neutral
sentence 1: A woman is breaking two eggs in a bowl [SEP] sentence 2: Some ingredients are being mixed in a bowl by a person	neutral
sentence 1: A dog is turning on the grass and pursuing a flying tennis ball [SEP] sentence 2: A dog is turning on the grass and pursuing a flying ball	entailment
sentence 1: A woman is beating two eggs in a bowl and using a whisk made of wire [SEP] sentence 2: A person is strongly whisking eggs in a bowl	entailment
sentence 1: A man is cutting a thick rope with a sword [SEP] sentence 2: A man is cutting a rope with a sword	entailment
